CodigoExterno,Nombre,Descripcion,Categoria,Estado,Vigencia,Tipo,Organismo,TipoEntidad,Region,Comuna,MontoEstimado,Moneda,FechaPublicacion,FechaCierre,AnioCierre,MesCierreNum,MesCierre,DiasParaCierre,NumeroOferentes,CantidadItems,FuenteFinanciamiento,CantidadReclamos,MontoAdjudicado,ProveedorAdjudicado
2147-37-LE26,CONTRATO DE SUMINISTRO FRUTAS Y VERDURAS FRESCAS,"Las siguientes Bases Administrativas y Técnicas, tienen por objetivo los lineamientos para desarrollar el proceso de licitación donde los proveedores entregarán sus propuestas para la suscripción de Contrato de Suministro hasta el 31 de diciembre de 2027, para la entrega de Frutas y Verduras, que el Hospital de San Juan de Dios requiera para U.C.P, abastecer a la central de alimentos del Hospital de Combarbalá, yo actividades asociadas a la gestión.","Alimentos, bebidas y tabaco",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO DE SALUD COQUIMBO HOSPITAL COMB,Servicio de Salud,Región de Coquimbo ,Combarbalá,,CLP,2026-06-05T12:24:46.497,2026-06-19T10:00:00,2026.0,6.0,Jun,8,,1.0,Presupuesto Institucional,121.0,,
2153-43-LR26,Servicios de Aseo RES 1321,"Que el Complejo Hospitalario San José de Maipo, perteneciente al Servicio de Salud
Metropolitano Sur Oriente, se encuentra en la obligación de mantener el aseo hospitalario de
todo el establecimiento.
",Servicios de limpieza industrial,Publicada,Vigente,LR,Hospital Sanatorio San José de Maipo,Hospital,Región Metropolitana de Santiago,San José de Maipo,,CLP,2026-06-04T15:31:33.45,2026-07-06T17:04:00,2026.0,7.0,Jul,25,,1.0,,504.0,,
2153-44-LE26,MANTENCION PREVENTIVA DE SISTEMAS DE CALEFACCION Y CALDERAS RES 523,MANTENCION PREVENTIVA DE SISTEMAS DE CALEFACCION Y CALDERAS RES 523,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,Hospital Sanatorio San José de Maipo,Hospital,Región Metropolitana de Santiago,San José de Maipo,,CLP,2026-06-08T15:25:07.713,2026-06-15T16:04:00,2026.0,6.0,Jun,4,,2.0,,504.0,,
2157-104-B226,COMPRA DE SERVICIOS CLINICOS Y NO CLINICOS FUERA DE HORARIO,"Solicita Compra de Servicios de Intervenciones Quirúrgicas para pacientes del HTC por el período de 12 Meses o hasta que se consuma la totalidad del presupuesto, según lo primero que ocurra para el Hospital Traumatológico de Concepción.","Servicios profesionales, administrativos y consultorías de gestión empresarial",Publicada,Vigente,Licitación Privada Mayor a 1000 UTM,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO,Hospital,Región del Biobío ,,345000000.0,CLP,2026-06-03T09:54:52.923,2026-06-15T15:00:00,2026.0,6.0,Jun,4,,1.0,HOSPITAL TRAUMATOLOGICO DE CONCEPCION,120.0,,
2157-94-LE26,CURSOS PROGRAMA ANUAL DE CAPACITACION HOSPITAL TRAUMATOLOGICO,"Solicitando contratar Cursos de Capacitación para funcionarios del HTC, lo anterior tiene como finalidad principal asegurar la calidad, seguridad y oportunidad en la atención de salud brindada a los usuarios, mediante la actualización permanente de conocimientos, la correcta aplicación de protocolos vigentes y la incorporación de buenas prácticas clínicas y operativas.","Servicios profesionales, administrativos y consultorías de gestión empresarial",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO,Hospital,Región del Biobío ,,21500000.0,CLP,2026-06-08T11:46:10.29,2026-06-18T15:01:00,2026.0,6.0,Jun,7,,9.0,HOSPITAL TRAUMATOLOGICO DE CONCEPCION,120.0,,
2157-95-LE26,CONVENIO ANCLAS QUIRURGICAS ,"SE NECESITA LICITAR ANCLAS QUIRURGICAS PARA EL EQUIPO DE TOBILLO Y PIE, DEBIDO A QUE DICHOS INSUMOS NO SE ENCUENTRAN EN CONVENIO VIGENTE.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO,Hospital,Región del Biobío ,Concepción,,CLP,2026-06-04T12:45:02.2,2026-06-15T17:04:00,2026.0,6.0,Jun,4,,1.0,HTC,120.0,,
2157-96-LE26,CONVENIO SUMINISTRO ARTROSCOPIA DE TOBILLO,"RENOVACION DEL CONVENIO SUMINISTRO ARTROSCOPIA DE TOBILLO Y CIRUGÍA MINI INVASIVA (2157-160-LP24), QUE SE REALIZO TERMINO ANTICIPADO 
",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO,Hospital,Región del Biobío ,Concepción,,CLP,2026-06-08T12:43:09.223,2026-06-18T17:04:00,2026.0,6.0,Jun,7,,1.0,HTC,120.0,,
2173-19-LE26,SERVICIO DE HIGIENE AMBIENTAL,SERVICIO DE HIGIENE AMBIENTAL EN TRIBUNALES DE LA JURISDICCIÓN DE SANTIAGO PAC 3168-21-PC26,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región Metropolitana de Santiago,Santiago Centro,,CLF,2026-06-01T00:45:29.46,2026-06-22T16:00:00,2026.0,6.0,Jun,11,,1.0,,274.0,,
2173-20-LE26,Mantención de Centrales Telefónicas y Voceo,Mantención de Centrales Telefónicas y Sistema de Voceo para Edificios de la Jurisdicción Zonal Santiago PAC 3168-2-PC26,"Tecnologías de la información, telecomunicaciones y radiodifusión",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región Metropolitana de Santiago,Santiago Centro,,CLP,2026-06-01T15:28:07.97,2026-06-30T16:00:00,2026.0,6.0,Jun,19,,1.0,,274.0,,
2174-8-LE26,Mantención aire acondicionado Centro de Justicia,3169-4-PC26,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de Tarapacá  ,Iquique,,CLF,2026-06-03T11:04:30.09,2026-06-16T16:00:00,2026.0,6.0,Jun,5,,1.0,2206001013,274.0,,
2175-6-LE26,SUMINISTRO AGUA PURIFICADA BOTELLÓN 20 LTS - JURISDICCIÓN ZONAL COPIAPÓ,SUMINISTRO AGUA PURIFICADA BOTELLÓN 20 LTS - JURISDICCIÓN ZONAL COPIAPÓ,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de Atacama ,Copiapó,,CLF,2026-05-28T13:12:04.297,2026-06-17T16:00:00,2026.0,6.0,Jun,6,,1.0,,274.0,,
2176-7-LP26,MANTENCION ASCENSORES JURISDICION VALPARAISO 2do,MANTENCION ASCENSORES JURISDICION VALPARAISO 2do llamado,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de Valparaíso ,Valparaíso,,CLF,2026-06-05T08:06:19.537,2026-06-25T16:00:00,2026.0,6.0,Jun,14,,4.0,subtitulo 22,274.0,,
2178-10-LE26,Proyecto Remodelación Fiscalía Judicial ,Proyecto Remodelación Fiscalía Judicial en Edificio Corte Apelaciones de Concepción,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región del Biobío ,Concepción,,CLP,2026-05-26T12:49:00,2026-06-16T15:30:00,2026.0,6.0,Jun,5,,1.0,operacional,274.0,,
2178-18-LR25,Construcción Juzgado de Letras y Garantía de Laja,Ejecución integral de las obras de construcción requeridas por la Corporación Administrativa del Poder Judicial para la Reposición del inmueble destinado al funcionamiento del Juzgado de letras y Garantía de Laja. Cod BIP 30437572-0. PAC ID N°3173-27-PC25.,Servicios de construcción y mantenimiento,Publicada,Vigente,LR,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región del Biobío ,Concepción,7100000000.0,CLP,2025-07-31T17:19:00,2026-07-03T16:00:00,2026.0,7.0,Jul,22,,1.0,Proyecto de Inversión código BIP 30437572-0,274.0,,
2178-9-LR26,ITO - Construcción Juzgado de Laja,"Se requiere contratar servicio de Inspección Técnica de Obra, para obra de construcción del Juzgado de Letras y Garantía de Arauco.","Servicios basados en ingeniería, ciencias sociales y tecnología de la información",Publicada,Vigente,LR,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región del Biobío ,Concepción,,CLP,2026-05-15T15:40:46.05,2026-06-19T16:00:00,2026.0,6.0,Jun,8,,1.0,Proyecto de Inversión,274.0,,
2179-4-LE26,SERVICIO DE MONITOREO DE ALARMAS DE INTRUSION,PAC3174-6-PC26,"Servicios de defensa nacional, orden público y seguridad",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de la Araucanía ,Temuco,,CLP,2026-05-27T09:25:00,2026-06-12T16:00:00,2026.0,6.0,Jun,1,,1.0,,274.0,,
2179-5-LE26,CONVENIO DE PRECIO PARA ZONAL TEMUCO,PAC3174-3-PC26,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de la Araucanía ,Temuco,,CLP,2026-05-27T09:27:00,2026-06-18T16:00:00,2026.0,6.0,Jun,7,,1.0,,274.0,,
2179-6-LE26,Suministro Agua Purificada,"CONVENIO DE PRECIOS PARA EL SUMINISTRO DE AGUA PURIFICADA Y DISPENSADORES EN CALIDAD DE COMODATO, EN TRIBUNALES DE LA JURISDICCION TEMUCO",Servicios básicos y de información pública,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de la Araucanía ,Temuco,,CLF,2026-05-29T13:17:47.203,2026-06-16T16:00:00,2026.0,6.0,Jun,5,,1.0,,274.0,,
2179-7-LR26,Servicio de aseo Jurisdicción Temuco,PAC (3174-1-PC26),Servicios de limpieza industrial,Publicada,Vigente,LR,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de la Araucanía ,Temuco,,CLP,2026-06-10T15:06:51.237,2026-07-10T16:00:00,2026.0,7.0,Jul,29,,29.0,2208001001,274.0,,
2180-8-LP26,OBRAS PREVIAS CONSTRUCCIÓN JUZGADO DE RIO BUENO,"“Ejecución de obras previas para la Construcción Juzgado Letras y Garantía de Río Bueno”, en conformidad a las bases técnicas que se detallan en los diferentes adjuntos de la presente licitación y su dirección es Av. Comercio N°885, Río Bueno, Región de Los Ríos, Chile.",Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de Los Ríos,Valdivia,70000000.0,CLP,2026-05-28T08:46:00,2026-06-17T15:00:00,2026.0,6.0,Jun,6,,1.0,,274.0,,
2181-6-LE26,SERVICIO DE MANTENCION PREVENTIVA DE LOS EXTINTORE,SERVICIO DE MANTENCION PREVENTIVA DE LOS EXTINTORES DE INCENDIO EN LOS TRIBUNALES DE JURISDICCION PUERTO MONTT,"Equipos y suministros de defensa, orden público, protección y seguridad",Cerrada,Fuera de plazo,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de los Lagos ,Hualaihué,,CLF,2026-05-29T12:17:22.38,2026-06-11T13:00:00,2026.0,6.0,Jun,0,,1.0,,274.0,,
2181-8-LP26,Servicio de Aseo para Juzgado de Letras Garantía y Familia de Hualaihué,"Servicio de Aseo para Juzgado de Letras, Garantía y Familia de Hualaihué",Servicios de limpieza industrial,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región de los Lagos ,Hualaihué,,CLF,2026-05-13T16:54:05.36,2026-06-12T16:00:00,2026.0,6.0,Jun,1,,1.0,,274.0,,
2182-7-LE26,MANTENCION DE TECHO Y CONVENIO DE PRECIOS DE CARPINTERIA,"“SERVICIO DE MANTENCIÓN Y REPARACIÓN PREVENTIVA   DE TECHUMBRES Y VENTANAS DE TRIBUNALES DE LA JURISDICCIÓN DE AYSEN” Y “CONVENIO DE PRECIOS DE OBRAS MENORES PARA EDIFICIOS DE TRIBUNALES Y VIVIENDAS JUDICIALES”.
",Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región Aysén del General Carlos Ibáñez del Campo,Coyhaique,,CLF,2026-05-29T13:42:19.437,2026-06-18T16:00:00,2026.0,6.0,Jun,7,,1.0,Presupuesto base,274.0,,
218-28-LP26,“MEJORAMIENTO ESPACIO PÚBLICO ÁREA RECREATIVA CANINA COMUNA SAN JOAQUÍN 2026”,"Las presentes Bases Administrativas, Normas Generales y Especiales reglamentan la licitación, la adjudicación, la contratación y la ejecución de la obra civil del proyecto llamado “MEJORAMIENTO ESPACIO PÚBLICO ÁREA RECREATIVA CANINA, COMUNA SAN JOAQUÍN 2026”",Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,I MUNICIPALIDAD SAN JOAQUIN,Municipalidad,Región Metropolitana de Santiago,San Joaquín,,CLP,2026-05-08T13:33:12.333,2026-06-19T10:00:00,2026.0,6.0,Jun,8,,1.0,GOBIERNO REGIONAL METROPOLITANO ,295.0,,
218-30-LP26,MEJORAMIENTO ESPACIO MUJER COMUNA DE SAN JOAQUIN,"El proyecto contempla el mejoramiento y avance de los programas que ofrece el recinto, además de la reposición de elementos constructivos en mal estado, tales como techumbres de asbesto-cemento, la renovación de tabiques deteriorados, la actualización de instalaciones eléctricas y sanitarias obsoletas y la regularización de cielos con altura de 2.20mt con el fin de cumplir con las normativas vigentes y mejorar las condiciones de habitabilidad del inmueble.",Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,I MUNICIPALIDAD SAN JOAQUIN,Municipalidad,Región Metropolitana de Santiago,San Joaquín,,CLP,2026-06-02T13:00:23.803,2026-07-07T12:00:00,2026.0,7.0,Jul,26,,1.0,MUNICIPALIDAD DE SAN JOAQUÍN,295.0,,
218-31-LP26,Concesión del Servicio de Explotación de Estacionamientos de Vehículos en Vías Públicas con Sistema de Registro en Tiempo Real sujeto al pago de derechos Municipales Comuna de San Joaquín 2026.,"La Municipalidad de San Joaquín, en virtud de sus funciones de administrar el Bien Nacional de Uso Público (BNUP) de la comuna, convoca el presente proceso de licitación pública para otorgar en concesión por un periodo de 24 meses la “Explotación de Estacionamientos de Vehículos en Vías Públicas con Sistema de Registro en Tiempo Real, sujeto al pago de derechos Municipales, Comuna de San Joaquín 2026”.","Servicios de transporte, almacenaje y correo",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,I MUNICIPALIDAD SAN JOAQUIN,Municipalidad,Región Metropolitana de Santiago,San Joaquín,,CLP,2026-06-09T12:00:38.437,2026-07-07T10:00:00,2026.0,7.0,Jul,26,,1.0,Financiamiento del concesionario,295.0,,
2184-6-LE26,Serv mantención preventiva extintores CAPJ ZSM,Servicio de mantención preventiva de Extintores en la jurisdicción de San Miguel,"Equipos y suministros de defensa, orden público, protección y seguridad",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región Metropolitana de Santiago,San Miguel,,CLP,2026-06-03T10:43:05.51,2026-06-19T15:00:00,2026.0,6.0,Jun,8,,1.0,Presupuesto propio,274.0,,
2184-7-LP26,Serv mant ascensores edif Jurisdicción CAPJ ZSM,Servicio de mantención de ascensores en edificios de la Jurisdicción de la CAPJ Zonal San Miguel,Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región Metropolitana de Santiago,San Miguel,,CLF,2026-05-29T15:27:00,2026-06-19T16:00:00,2026.0,6.0,Jun,8,,1.0,Presupuesto propio,274.0,,
2184-8-LE26,Serv retiro sum inst termos eléctricos CAPJ ZSM,"Servicio de retiro, suministro e instalación de termos eléctricos en Tribunales de la Jurisdicción de San Miguel","Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL,Otros organismos,Región Metropolitana de Santiago,San Miguel,,CLP,2026-06-02T15:49:22.473,2026-06-15T16:00:00,2026.0,6.0,Jun,4,,1.0,Presupuesto propio,274.0,,
2196-11-LE26,PROGRAMA INSUMOS CLINICOS JULIO 2026 A ENERO 2028,"MANTENER EL NORMAL FUNCIONAMIENTO DEL HOSPITAL
",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,Hospital Psiquiátrico El Peral,Hospital,Región Metropolitana de Santiago,Santiago,,CLP,2026-06-04T12:53:00,2026-06-15T15:10:00,2026.0,6.0,Jun,4,,140.0,HOSPITAL PSIQUIATRICO EL PERAL,121.0,,
2196-13-LE26,PROGRAMA MENAJE AÑO 2026,PROGRAMA MENAJE AÑO 2026,"Maquinarias, equipos y suministros para la industria de servicios",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,Hospital Psiquiátrico El Peral,Hospital,Región Metropolitana de Santiago,Santiago,,CLP,2026-06-04T12:56:23.08,2026-06-15T15:02:00,2026.0,6.0,Jun,4,,97.0,ITEM 22,121.0,,
2199-10-LE26,MTTO. VENTILADORES MECÁNICOS NO INVASIVOS,"El Instituto Nacional de Geriatría requiere el SERVICIO DE MANTENCIÓN
PREVENTIVA Y CORRECTIVA PARA VENTILADORES MECÁNICOS NO
INVASIVOS, POR UN PERÍODO DE 36 MESES, necesario para mantener
la operatividad de los equipos y la asistencia de los pacientes.",Servicios de producción y fabricación industrial,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE GERIATRIA PRESIDENTE EDO FREI MONTALVA,Instituto,Región Metropolitana de Santiago,Santiago,69000000.0,CLP,2026-06-08T11:08:03.207,2026-06-18T15:00:00,2026.0,6.0,Jun,7,,1.0,,39.0,,
2199-11-LP26,SERVICIO DE VIGILANCIA Y SEGURIDAD,"El Instituto Nacional de Geriatría requiere contratar el servicio de seguridad y vigilancia de sus instalaciones con el objeto de generar condiciones de seguridad que tiendan a evitar incidentes robos, sustracciones, riñas, atentados, etc.. que
afecten a las personas pacientes yo funcionarios del INGER, instalaciones, vehículos propios o de terceros estacionados en dependencias de la institu","Servicios de defensa nacional, orden público y seguridad",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,INSTITUTO NACIONAL DE GERIATRIA PRESIDENTE EDO FREI MONTALVA,Instituto,Región Metropolitana de Santiago,Santiago,344000000.0,CLP,2026-06-10T16:48:51.56,2026-06-23T15:00:00,2026.0,6.0,Jun,12,,1.0,,39.0,,
2199-12-LP26,SUMINISTRO DE EXÁMENES DE LABORATORIO IMÁGENES,"El Instituto Nacional de Geriatría requiere el suministro de
exámenes de laboratorio, imagen y endoscopía por un periodo
de 36 meses, necesario para satisfacer los requerimientos y con
el objeto de brindar atención de salud integral a los pacientes.","Salud, servicios sanitarios y alimentación",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,INSTITUTO NACIONAL DE GERIATRIA PRESIDENTE EDO FREI MONTALVA,Instituto,Región Metropolitana de Santiago,Santiago,,CLP,2026-06-09T14:18:47.45,2026-06-30T15:01:00,2026.0,6.0,Jun,19,,1.0,,39.0,,
2200-12-LE26,ADQUSICIÓN DE CURSOS DEL PROGRAMA DE CAPACITACIÓN Y FORMACIÓN DE LA ATENCIÓN PRIMARIA EN LA RED ASISTENCIAL - CAP,"El Servicio de Salud Aconcagua requiere la adquisición de cursos aprobados por Res. Exta. N°705 de fecha 17/04/2026, que aprueba el Convenio Mandato denominado “Programa de Capacitación y Formación de la Atención Primaria en la Red Asistencial – Diplomado y Cursos para el año 2026, suscrito por la Ilustre Municipalidad de Santa María.
2.La Solicitud de Compra N°13 de fecha 22.04.2026, Oficina de ","Servicios profesionales, administrativos y consultorías de gestión empresarial",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO DE SALUD ACONCAGUA,Servicio de Salud,Región de Valparaíso ,Calle Larga,,CLP,2026-06-01T14:13:30.93,2026-06-15T15:00:00,2026.0,6.0,Jun,4,,11.0,SERVICIO SALUD ACONCAGUA,1584.0,,
2200-13-LR26,ADQUISICIÓN MAMÓGRAFO MÓVIL SERVICIO SALUD ACONCAGUA - RRFF,"1.	El Servicio de Salud Aconcagua requiere la adquisición de Mamógrafo Móvil para el Servicio de Salud Aconcagua, a través del Gobierno Regional de Valparaiso, Codigo BIP N°40032940-0.
2.	La Solicitud de Compra N°30 de fecha 31.03.2026, Oficina de Partes N°194 de fecha 02.04.2026 (Interno N°204), presentada por el del Departamento Recursos Físicos, tomada de razón con observaciones ORD102055",Vehículos y equipamiento en general,Publicada,Vigente,LR,SERVICIO DE SALUD ACONCAGUA,Servicio de Salud,Región de Valparaíso ,Algarrobo,,CLP,2026-06-10T11:55:00,2026-07-10T15:00:00,2026.0,7.0,Jul,29,,1.0,SERVICIO SALUD ACONCAGUA,1584.0,,
2201-14-LE26,ADQUISICION DE REPUESTOS PARA LA UNIDAD DE TALLER ORTOPEDICO INRPAC,"Las presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los contratos. Estas establecen las disposiciones generales que regirán la Licitación Pública que celebre el Instituto, para LA ADQUISICIÓN DE REPUESTOS PARA LA UNIDAD DE TALLER ORTOPÉDICO DEL INSTITUTO NACIONAL DE REHABILITACIÓN PEDRO AGUIRRE CERDA POR 12 MESES O HASTA AGOTAR PRESUPUESTO.",Artículos de fabricación y producción,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA,Instituto,Región Metropolitana de Santiago,Peñalolén,,CLP,2026-05-26T08:41:47.83,2026-06-15T18:00:00,2026.0,6.0,Jun,4,,20.0,RECURSOS PROPIOS INRPAC,45.0,,
2201-16-L126,ADQUISICIÓN DE AYUDAS TÉCNICAS PARA POSICIONAMIENTO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026,"Las presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los contratos. Estas establecen las disposiciones generales que regirán la Licitación Pública que celebre el Instituto, para LA ADQUISICIÓN DE AYUDAS TÉCNICAS PARA POSICIONAMIENTO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026.",Maquinaria para fabricación y transformación industrial,Publicada,Vigente,Licitación Pública Menor a 100 UTM,INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA,Instituto,Región Metropolitana de Santiago,Peñalolén,5840000.0,CLP,2026-06-03T14:46:05.513,2026-06-15T17:00:00,2026.0,6.0,Jun,4,,2.0,,45.0,,
2201-17-L126,ADQUISICIÓN DE BAÑERAS PARA ACTIVIDADES DE AUTOCUIDADO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026 ,"Las presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los contratos. Estas establecen las disposiciones generales que regirán la Licitación Pública que celebre el Instituto, para LA ADQUISICIÓN DE BAÑERAS PARA ACTIVIDADES DE AUTOCUIDADO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026",Muebles y mobiliario,Publicada,Vigente,Licitación Pública Menor a 100 UTM,INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA,Instituto,Región Metropolitana de Santiago,Peñalolén,5050000.0,CLP,2026-06-03T14:46:32,2026-06-15T16:00:00,2026.0,6.0,Jun,4,,2.0,,45.0,,
2201-18-LE26,ADQUISICION DE AYUDAS TÉCNICAS DE DESPLAZAMIENTO SILLA DE RUEDA TIPO COCHE NEUROLOGICO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026,"Las presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los contratos. Estas establecen las disposiciones generales que regirán la Licitación Pública que celebre el Instituto, para LA ADQUISICION DE AYUDAS TÉCNICAS DE DESPLAZAMIENTO, SILLA DE RUEDA TIPO COCHE NEUROLOGICO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA,Instituto,Región Metropolitana de Santiago,Peñalolén,21800000.0,CLP,2026-06-04T09:45:16.687,2026-06-16T17:00:00,2026.0,6.0,Jun,5,,2.0,,45.0,,
2201-19-LE26,ADQUISICION DE AYUDAS TÉCNICAS DE DESPLAZAMIENTO SILLA DE RUEDA TIPO COCHE NEUROLOGICO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026,"Las presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los contratos. Estas establecen las disposiciones generales que regirán la Licitación Pública que celebre el Instituto, para LA ADQUISICION DE AYUDAS TÉCNICAS DE DESPLAZAMIENTO, SILLA DE RUEDA TIPO COCHE NEUROLOGICO PARA CONVENIO CON CHILE CRECE CONTIGO 2025-2026.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA,Instituto,Región Metropolitana de Santiago,Peñalolén,,CLP,2026-06-04T10:58:00,2026-06-15T16:14:00,2026.0,6.0,Jun,4,,4.0,,45.0,,
2202-29-LE26,ADQUISICION DE MEDICAMENTOS PARA EL HOSPITAL DR. O,ADQUISICION DE MEDICAMENTOS PARA EL HOSPITAL DR. OSCAR HERNÁNDEZ ESCOBAR CURACAUTIN AÑO 2026,Medicamentos y productos farmacéuticos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,Hospital,Región de la Araucanía ,Curacautín,,CLP,2026-06-04T16:47:49.42,2026-06-15T15:20:00,2026.0,6.0,Jun,4,,28.0,22.04.004.102 ,332.0,,
2202-31-LE26,ADQUISICION DE PROTESIS DENTALES PROGRAMA RESOLUTIVIDAD DE ESPECIALIDADES ODONTOLOGICAS DEL HOSPITAL DR. OSCAR HERNÁNDEZ ESCOBAR AÑO 2026,"La necesidad de adquirir prótesis dentales para programa resolutividad de especialidades odontológicas  Hospital Dr. Oscar Hernández Escobar para atender beneficiarios del servicio dental del Hospital Curacautín, correspondiente a Año 2026",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,Hospital,Región de la Araucanía ,Curacautín,,CLP,2026-06-04T16:48:31.26,2026-06-15T15:09:00,2026.0,6.0,Jun,4,,2.0,22.04.004.004 ,332.0,,
